category,name,url,imagePath,comment,score,reviewCount,kind,alcoholDegree,capacity,tastePoint,foodsPoint,specialPoint,foods,sweetFlavor,sourFlavor,bodyFlavor,carbonicFlavor,tanninFlavor
"soju","서울고량주 레드","https://www.sooldamhwa.com/damhwaMarket/detail/1326","images/soju_13.jpg","파인애플 향 솔솔 풍기는 한국 고량주",4.9,124,"일반증류주","35.00%","375ml","코와 입을 화려하게 자극하는 파인애플 풍미가 담겨 있어요","입 안이 마를 틈 없이, 기름진 중국 음식으로 촉촉함을 더해보세요","투명하고 정성스레 만드는 우리나라 고량주예요","짜장면,깐쇼새우,꿔바로우",-1,-1,3,-1,-1
"soju","가평소주","https://www.sooldamhwa.com/damhwaMarket/detail/1279","images/soju_14.jpg","우리소주조합에서 출시한 가성비까지 챙긴 증류식 소주, 가평ver.",4.8,102,"증류식소주","25.00%","360ml","청주를 마신 듯한 깔끔한 목 넘김","가평 여행을 떠올리며 바비큐와 함께 즐겨보세요","전통 증류 소주를 대중화하겠다는 취지를 담은 술","삼겹살,목살구이,버섯 볶음",-1,-1,2,-1,-1
"soju","당진소주","https://www.sooldamhwa.com/damhwaMarket/detail/1280","images/soju_15.jpg","우리소주조합에서 출시한 가성비까지 챙긴 증류식 소주, 당진ver.",4.8,104,"증류식소주","25.00%","360ml","코까지 전해지는 구수한 향을 가졌어요","식사 자리가 허전하다 싶을 때 스을쩍 꺼내 먹어요","전통 증류 소주를 대중화하겠다는 취지를 담은 술","고등어구이,감자조림,된장찌개",-1,-1,2,-1,-1
"soju","미상 25%","https://www.sooldamhwa.com/damhwaMarket/detail/327","images/soju_16.jpg","맑고 깨끗한 감귤 증류식 소주",4.8,88,"일반증류주","25.00%","350ml","부드럽고 깔끔하게 넘어가는 상큼한 감귤 증류주","해산물 음식의 풍미를 더 해줘요!","감귤 발효주를 2번 증류해 숙성한 소주","삼겹살,문어 숙회,해삼",-1,-1,3,-1,-1
"soju","담솔 40%","https://www.sooldamhwa.com/damhwaMarket/detail/95","images/soju_17.jpg","한번 쯤은 송충이가 되어보는 것도 나쁘지 않을 것 같아",4.9,95,"리큐르","40.00%","375ml, 500ml","상쾌한 솔향이 은은하게 풍기는 술이에요","맑은 지리탕 한 숟가락에 소나무 정취를 담아보세요","감압식 증류, 2년간의 저온숙성. 이유있는 부드러움","두부전골,돼지갈비 찜,대구지리탕",1,-1,4,-1,-1
"soju","안동소주 일품 21%","https://www.sooldamhwa.com/damhwaMarket/detail/334","images/soju_18.jpg","부드럽고 깔끔한 맛이 일품",4.9,92,"증류식소주","21.00%","350ml","쓰지 않아요. 고소해요","언제 먹어도 처음 먹는 것처럼, 입안을 싹~ 씻겨줘요","소주의 고장 안동의 일품 술이에요","보쌈,양장피,오징어 초무침",-1,-1,3,-1,-1
"soju","서울고량주 오크","https://www.sooldamhwa.com/damhwaMarket/detail/1524","images/soju_19.jpg","위스키처럼 그윽하게 즐기기 좋은 고량주예요",4.6,14,"일반증류주","40%","375ml","그윽한 오크 풍미 속 산뜻한 향이 올라와요","위스키를 즐기는 것처럼 간단한 안주와 즐겨보세요","탄소 필터링을 거친 고량주에 오크 숙성을 입혔어요","과일치즈,초콜릿,비스킷",-1,-1,4,-1,-1
"soju","안동소주 일품 40%","https://www.sooldamhwa.com/damhwaMarket/detail/335","images/soju_20.jpg","진한 풍미가 일품",4.9,103,"증류식소주","40.00%","350ml","고소한 국물 풍미가 일품!","거절하기 힘든 맑은 국물 요리와의 조합","소주의 고장 안동의 일품 술이에요.","연포탕,삼계탕,장어구이",-1,-1,4,-1,-1
"soju","이강주 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1250","images/soju_21.jpg","다양한 약재가 들어간 만큼 풍성한 맛과 향을 자랑해요",4.8,104,"리큐르","25.00%","375ml","배와 꿀의 달콤함과 생강의 향긋함을 느낄 수 있어요","맛깔스러운 양념을 곁들인 고기 요리와 함께 해보세요","집안 대대로 전해져 내려오던 조선 시대 명주","떡갈비,육전,데리야끼 치킨",2,-1,3,-1,-1
"soju","원소주 클래식","https://www.sooldamhwa.com/damhwaMarket/detail/1515","images/soju_22.jpg","한국 최초로 NO.5 효모를 사용하여 만든 원소주 상압ver.",4.9,15,"증류식소주","28%","375ml","자체만으로 그윽한 분위기를 연출시켜주는 술맛","술처럼 진한 풍미를 가진 음식과 즐겨보세요","원소주 라인업 중 유일한 상압 증류","바비큐 폭립,곱창,불고기 피자",-1,-1,3,-1,-1
"soju","강릉소주","https://www.sooldamhwa.com/damhwaMarket/detail/1278","images/soju_23.jpg","우리소주조합에서 출시한 증류식 소주, 강릉ver.",4.7,88,"증류식소주","25.00%","360ml","강한 자극 없이 입 안을 편안하게 만들어주는 부드러움","강릉 특색이 담긴 안주로 강릉 여행 분위기를 즐겨봐요","전통 증류 소주를 대중화하겠다는 취지를 담은 술","꼬막 무침,물회,해물 순두부",-1,-1,2,-1,-1
"soju","진도 아리랑 홍주 40%","https://www.sooldamhwa.com/damhwaMarket/detail/1167","images/soju_24.jpg","진도에서 빚어야 진짜 진도 홍주랍니다",4.7,84,"리큐르","40.00%","375ml","달콤한 꽃, 과일 향과 코를 찌르는 듯한 짜릿함을 느낄 수 있어요","기름진 음식을 깔끔하게 즐길 수 있도록 도와줘요","자초 뿌리로 만든 짙은 다홍빛의 술","까르보나라,밀푀유나베,양갈비 구이",1,-1,4,-1,-1
"soju","안동 국화주 32%","https://www.sooldamhwa.com/damhwaMarket/detail/1216","images/soju_25.jpg","술 한 잔으로 가을의 분위기를 느껴보세요",4.8,96,"증류식소주","32.00%","375ml","국화 향이 더해져 더욱 화려해진 작열감","재료 본연의 맛과 향이 살아있는 음식과 드셔보세요","가을에 채취한 노란 국화를 말려서 술에 침출해요","조개찜,대구지리탕,연포탕",-1,-1,4,-1,-1
"soju","려 증류소주 40%","https://www.sooldamhwa.com/damhwaMarket/detail/324","images/soju_26.jpg","고구마와 쌀의 풍미가 깃든 담백한 소주",5,75,"증류식소주","40.00%","375ml","마지막까지 잔잔하게 치밀어오는 고구마 풍미","기름진 음식과 드셔보세요","상압식 증류와 감압식 증류의 콜라보","곱창,양꼬치,참치회",-1,-1,4,-1,-1
"soju","문배술 2병 헤리티지 선물세트 (잔 포함)","https://www.sooldamhwa.com/damhwaMarket/detail/249","images/soju_27.jpg","화려한 문배향이 나를 감싸네",4.9,73,"증류식소주","25.00%","375ml, 500ml","달콤한 꽃 향이 은은하게 나요","육류, 해산물 모두 잘 어울려요","조와 수수를 사용해 만든 감압증류 소주","굴,불고기,삼치구이",-1,-1,3,-1,-1
"soju","원소주 오리지널","https://www.sooldamhwa.com/damhwaMarket/detail/1513","images/soju_28.jpg","소주 전용 옹기에서 숙성을 거친 원소주의 첫 제품",4.9,14,"증류식소주","22%","375ml","잔잔한 화사함을 가진 깔끔한 증류주예요","재료 본연의 단맛을 가진 음식과 드셔보세요","소주 전용 옹기에서 숙성했어요","과일 샐러드,견과류,흰살생선회",-1,-1,2,-1,-1
"soju","JMT 자두 16%","https://www.sooldamhwa.com/damhwaMarket/detail/1479","images/soju_29.jpg","붉은빛과 달콤한 맛으로 분위기를 책임져주는 자두 리큐르",4.7,53,"리큐르","16%","375ml","새콤달콤한 자두 풍미가 침을 고이게 해요","술맛을 온전히 즐길 수 있게 너무 달지 않은 디저트와 드셔보세요","직접 농사지은 자두를 주정에 침출해 만들어요","치즈 케이크,수플레,바닐라 아이스크림",4,-1,2,-1,-1
"soju","황금보리 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1242","images/soju_30.jpg","홍성에서 생산된 보리를 통째로 발효해 만든 증류주",4.6,75,"증류식소주","25.00%","375ml","풋사과에서 느낄 수 있는 산뜻함을 가진 증류주","새콤한 소스를 곁들여서 먹는 음식과 함께!","보리의 좋은 영양분은 다 껍질에 있답니다~","크림 새우,연어초밥,꿔바로우",-1,-1,2,-1,-1
"soju","왕율주 33%","https://www.sooldamhwa.com/damhwaMarket/detail/276","images/soju_31.jpg","마시다 보면 "밤"새 더라구요",4.7,86,"일반증류주","33.00%","360ml","적당한 작열감에 기분 좋은 고소함","짙은 풍미의 기름진 음식과 드셔보세요","공주 밤으로 만드는 국내 최초 밤 증류주","딱새우 회,전어회,갈비 구이",-1,-1,3,-1,-1
"soju","아이엠더문 오리지널","https://www.sooldamhwa.com/damhwaMarket/detail/300","images/soju_32.jpg","파티를 책임져줄 우리나라 전통주",4.9,46,"리큐르","17.00%","375ml, 750ml","달콤하게 즐길 수 있는 과일 증류주","신나는 분위기에서 파티 음식과 함께 즐겨보세요.","전통주 입문자를 위한 술","카나페,연어샐러드,치즈 케이크",5,-1,4,-1,-1
"soju","려 증류소주 25%","https://www.sooldamhwa.com/damhwaMarket/detail/345","images/soju_33.jpg","고구마와 쌀의 풍미가 깃든 깔끔한 소주",4.8,64,"증류식소주","25.00%","375ml","쌀의 깔끔함과 구수한 고구마의 만남","해산물 음식과 깔끔하게 즐겨보세요","상압식 증류와 감압식 증류의 콜라보","조개구이,육회,홍어 무침",-1,-1,3,-1,-1
"soju","댄싱 22%","https://www.sooldamhwa.com/damhwaMarket/detail/1545","images/soju_34.jpg","댄싱사이더에서 처음으로 출시한 사과 증류주예요",5,7,"일반증류주","22%","375ml","사과의 풍미를 생동감 넘치게 담아냈어요","새콤달콤한 초장을 곁들인 해산물과 드셔보세요","감압 방식으로 깔끔한 맛을 냈어요","물회,대하구이,오징어 초무침",-1,-1,2,-1,-1
"soju","솔섬 17%","https://www.sooldamhwa.com/damhwaMarket/detail/1105","images/soju_35.jpg","시원한 바람을 머금은 증류식 소주",4.7,50,"일반증류주","17.00%","375ml","한약재 특유의 산미를 느낄 수 있어요","시원한 감칠맛을 느낄 수 있는 해산물 요리와 잘 어울려요","감압 증류를 통해 깔끔한 맛을 살린 술","간장 게장,해물찜,백합조개탕",-1,-1,2,-1,-1
"soju","밀담 40%","https://www.sooldamhwa.com/damhwaMarket/detail/326","images/soju_36.jpg","해적의 술 럼(RUM) 맞아요!",4.8,57,"일반증류주","40.00%","360ml","달콤한 향에 그렇지 못한 화끈한 작열감!","푸짐한 음식보단 간단한 치즈, 과일이 더 잘 어울려요","세 번 증류하여 만든 순하고 맛있는 럼","아몬드,치즈플레이트,파인애플",-1,-1,4,-1,-1
"soju","병영사또","https://www.sooldamhwa.com/damhwaMarket/detail/182","images/soju_37.jpg","빨리 맛보게 될수록 후회가 줄어 들 거예요 :)",4.7,52,"일반증류주","40.00%","200ml, 500ml","고소하면서도 달짝지근한 보리 풍미 가득한 술","음식의 풍미만 강하다면 OK!","병사가 마시던 술","삼겹살,명란젓,장어구이",-1,-1,3,-1,-1
"soju","금산인삼주 수삼 23%","https://www.sooldamhwa.com/damhwaMarket/detail/340","images/soju_38.jpg","인삼 한뿌리가 통째로?",4.9,47,"일반증류주","23.00%","375ml","고소, 알싸한 인삼 풍미가 인상적인 술","약이 되는 술, 보양식과 함께 즐겨보세요","발효부터 함께 한 인삼","연포탕,삼계탕,장어구이",-1,-1,3,-1,-1
"soju","려 고구마 증류소주 40%","https://www.sooldamhwa.com/damhwaMarket/detail/358","images/soju_39.jpg","코 끝에 자리잡는 달큰한 고구마 향",4.9,52,"증류식소주","40.00%","375ml","고소 달콤한 고구마와 고도수 증류주 매력에 빠져보세요","기름진 생선회도 이젠, 깔끔하게 즐겨보세요","풍부한 풍미는 다~ 상압식 증류 덕이랍니다","동파육,곱창,족발",-1,-1,4,-1,-1
"soju","[릴레이특가] 춘희 40%","https://www.sooldamhwa.com/damhwaMarket/detail/1508","images/soju_40.jpg","귀농인 청년들과 함께 가꾼 사과로 만든 증류주",4.8,9,"일반증류주","40%","375ml","달콤함 뒤 화사한 마무리를 선사해요","양념한 돼지고기 요리와 함께해 보세요","예천 사과로 만든 감압 증류주","백순대 볶음,마늘 보쌈,언양식 불고기",-1,-1,4,-1,-1
"soju","오매락 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1255","images/soju_41.jpg","배 증류 원액과 구운 매실이 들어간 리큐르예요",4.7,45,"리큐르","25.00%","375ml","은은한 바닐라 향 뒤 올라오는 쌉쌀함","탄산수를 섞어 청량감 있게 즐겨보세요","구운 매실을 뜻하는 오매와 증류주를 뜻하는 아락을 합친 이름","막국수,냉채 족발,갈비 구이",2,-1,2,-1,-1
"soju","문경바람 백자 40%","https://www.sooldamhwa.com/damhwaMarket/detail/90","images/soju_42.jpg","사과로 만들어 300일 이상 숙성한 사과 증류주",4.9,44,"일반증류주","40.00%","375ml","중후한 사과의 풍미를 잔잔하게 느껴보세요","생선회 한점과 온더락 한 모금의 여유를 만끽해보세요","사과가 무려 7개!","삼겹살,곱창,고등어 회",-1,-1,3,-1,-1
"soju","두레앙 22%","https://www.sooldamhwa.com/damhwaMarket/detail/1112","images/soju_43.jpg","친환경 거봉으로 만든 소주",4.8,54,"일반증류주","22.00%","375ml","거봉의 은은한 향이 깔끔하게 어울려져요","야채를 곁들인 볶음 고기류들과 즐겨보세요","친환경 거봉으로 만든 와인을 증류한 소주","바지락 술찜,순대,불고기 샐러드",-1,-1,2,-1,-1
"soju","여유 40%","https://www.sooldamhwa.com/damhwaMarket/detail/1165","images/soju_44.jpg","100년 역사를 가진 양촌양조장의 소주를 만나보세요",4.9,41,"증류식소주","40.00%","375ml","바나나 같은 달콤한 과실 향과 진한 감칠맛","기름진 음식 혹은 맛과 향이 강한 음식과 함께해보세요","우렁이쌀로 만든 무첨가 저온 장기숙성 소주","육전,방어회,양갈비 구이",-1,-1,4,-1,-1
"soju","추사백 40%","https://www.sooldamhwa.com/damhwaMarket/detail/1303","images/soju_45.jpg","예산 대표 지식인이자 서화가인 추사 김정희 선생의 정신을 이어받은 증류주",4.9,35,"일반증류주","40.00%","500ml","사과 한 입 베어 물은 듯한 싱그러움을 느낄 수 있어요","생동감 넘치는 술맛을 위해 가벼운 해산물 요리와 함께 해보세요","예산을 대표하는 술이 되고자 하는 양조장의 바람을 담아낸 술","흰살생선회,삼치구이,오징어 숙회",-1,-1,4,-1,-1
"soju","솔섬 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1106","images/soju_46.jpg","시원한 바람을 머금은 증류식 소주",4.8,45,"일반증류주","25.00%","375ml","시원한 솔향 뒤에 달콤함이 느껴지는 쌀 소주","담백한 음식을 더욱 깔끔하게 즐겨보세요.","감압 증류를 통해 깔끔한 맛을 살린 술","떡갈비,양고기,고등어 회",-1,-1,3,-1,-1
"soju","진맥소주 40%","https://www.sooldamhwa.com/damhwaMarket/detail/227","images/soju_47.jpg","서민갑부에 나온 그 양조장, 그 술 맞습니다",4.8,46,"증류식소주","40.00%","200ml, 500ml","고소한 향과 감칠맛의 콜라보","담백한 회 음식과 함께해 보세요","직접 재배한 유기농 통밀로 만든 소주","수육,참치회,하몽",-1,-1,4,-1,-1
"soju","병영소주","https://www.sooldamhwa.com/damhwaMarket/detail/181","images/soju_48.jpg","빨리 맛보게 될수록 후회가 줄어 들 거예요 :)",4.9,38,"증류식소주","40.00%","200ml, 500ml","고소하면서도 달짝지근한 보리 풍미 가득한 술","음식의 풍미만 강하다면 OK!","병사가 마시던 술","삼겹살,명란젓,장어구이",-1,-1,3,-1,-1
"soju","만월 24%","https://www.sooldamhwa.com/damhwaMarket/detail/1043","images/soju_49.jpg","술잔 가득 채워, 만월에 빠져보세요",4.8,40,"일반증류주","24.00%","360ml","달콤한 베리 향이 한가득","가벼운 해산물 요리와 깔끔하게 즐겨보세요","복분자를 증류했어요","바지락 술찜,참치회,참소라",-1,-1,3,-1,-1
"soju","문경바람 오크 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1021","images/soju_50.jpg","사과로 만든 소주를 오크통 숙성까지?",4.7,23,"일반증류주","25.00%","375ml","상큼한 과실향과 오크향을 느껴보세요","오크 풍미엔 역시 훈연된 고기죠!","사과로 만든 와인을 증류한 사과 소주에요","육포,베이컨,견과류",-1,-1,2,-1,-1
"soju","민속주 안동소주 45%","https://www.sooldamhwa.com/damhwaMarket/detail/159","images/soju_51.jpg","조옥화 명인님에 의해 재탄생한 민속주 안동소주",4.3,4,"증류식소주","45%","180ml, 375ml","고소한 풍미를 갖고 있어요","약간의 점성이 있는 음식과 즐겨보세요","상압 증류 후 1년 숙성을 거친 안동소주","찜닭,꿔바로우,게살 계란탕",-1,-1,4,-1,-1
"soju","겨울소주 45%","https://www.sooldamhwa.com/damhwaMarket/detail/1007","images/soju_52.jpg","겨울에 빚어 이듬해 겨울에 완성되는 기다림의 소주",4.8,32,"증류식소주","45.00%","360ml","쌀 소주의 진한 감칠맛을 느껴 보세요","담백한 국물요리와 궁합이 좋아요","겨울에서 다시 겨울로, 1년을 기다린 증류주","버섯 전골,삼계탕,갈비찜",-1,-1,4,-1,-1
"soju","술샘19","https://www.sooldamhwa.com/damhwaMarket/detail/299","images/soju_53.jpg","강황의 알싸하고 청량한 느낌 그대로!",4.7,36,"리큐르","19.00%","375ml","꿀처럼 달콤하면서도 알싸한 맛을 가졌어요","기름기 있는 생선들도 깔끔하게 즐겨보세요","강황을 침출하여 만든 리큐르","고등어 회,크림소스 연어 스테이크,장어구이",2,-1,3,-1,-1
"soju","문배술 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1055","images/soju_54.jpg","은은한 돌배꽃 향이 매력적인 증류식 소주",4.8,40,"증류식소주","25.00%","375ml","달콤한 꽃 향이 은은하게 나면서 깔끔해요","향신료가 강한 중국요리나 한식과 즐겨보세요","조와 수수를 사용해 만든 감압증류 방식의 소주","양꼬치,간장 불고기,삼치구이",-1,-1,3,-1,-1
"soju","안동소주 일품 17%","https://www.sooldamhwa.com/damhwaMarket/detail/333","images/soju_55.jpg","부드럽고 깨끗한 맛이 일품",4.9,27,"증류식소주","17.00%","350ml","은은하게 풍기는 곡물의 풍미로 ‘안동소주’를 시작해보세요.","음식 고르는 시간도 아까워요! 다양한 음식과 잘 어울린답니다.","소주의 고장 안동의 일품 술이에요.","닭발,삼겹살,순대국",-1,-1,3,-1,-1
"soju","여유 19%","https://www.sooldamhwa.com/damhwaMarket/detail/1267","images/soju_56.jpg","우렁이농법으로 재배한 무농약 쌀로 만든 소주",4.7,25,"증류식소주","19.00%","375ml","담백한 맛 뒤에 숨겨진 구수함","반주를 즐기고 싶은 날, 함께 해보세요!","양촌양조장의 송광소주를 시대에 맞게 복원한 술","소 불고기,제육 볶음,콩나물 무침",-1,-1,2,-1,-1
"soju","원소주 스피릿","https://www.sooldamhwa.com/damhwaMarket/detail/1514","images/soju_57.jpg","에어링 공정을 통해 한 층 더 부드러워진 원소주",4.8,6,"증류식소주","24%","375ml","물처럼 매끄러운 목 넘김을 가졌어요","반주로 가볍게 즐겨보세요","에어링 공정으로 술맛 균형을 잡았어요","닭볶음탕,계란말이,된장찌개",-1,-1,2,-1,-1
"soju","감홍로","https://www.sooldamhwa.com/damhwaMarket/detail/1264","images/soju_58.jpg","이기숙 명인 집안 대대로 전해 내려오던 전통을 빚은 술",4.9,25,"일반증류주","40.00%","400ml","은은하면서도 깊이 있게 스며드는 계피의 풍미","디저트와 함께 입안 가득 차오르는 달콤함을 즐겨보세요","유일무이한 감홍로만의 병 디자인","호두파이,곶감치즈말이,호떡",-1,-1,4,-1,-1
"soju","밀담 52%","https://www.sooldamhwa.com/damhwaMarket/detail/1085","images/soju_59.jpg","사탕수수로 만든 한국의 럼이에요",4.9,27,"일반증류주","52.00%","360ml","솜사탕같이 달콤한 풍미 뒤에 오는 작열감","달콤 짭짤한 음식과 함께해 보세요","국내산 토종 단수수 즙을 사용해 3번 증류한 술","양념갈비,양꼬치,칠리 새우",-1,-1,5,-1,-1
"soju","려 고구마 증류소주 25%","https://www.sooldamhwa.com/damhwaMarket/detail/357","images/soju_60.jpg","고구마의 풍미가 깃든 깔끔한 소주",4.8,27,"증류식소주","25.00%","375ml","고소 달콤한 고구마의 풍미를 천천히 느껴보세요","고소하고 담백한 음식과 함께 즐겨보세요","풍부한 풍미는 다~ 상압식 증류 덕이랍니다","불고기,두부김치,감자조림",-1,-1,3,-1,-1
"soju","이도 22%","https://www.sooldamhwa.com/damhwaMarket/detail/115","images/soju_61.jpg","세종대왕 ‘이도’가 22세의 나이로 즉위함을 기린 소주",4.8,34,"증류식소주","22.00%","375ml","쌀의 옅은 단맛을 느끼며 부드럽게 마셔보세요","시원한 국물요리와 페어링 해보세요","유기농 쌀로 만든 감압 증류식 소주","시래기장국,올갱이국,된장찌개",-1,-1,3,-1,-1
"soju","두레앙 일반증류주 35%","https://www.sooldamhwa.com/damhwaMarket/detail/1113","images/soju_62.jpg","친환경 거봉으로 만든 와인을 증류한 술",4.8,23,"일반증류주","35.00%","500ml","거봉의 진한 감칠맛이 살아 있어요","양념 된 육류 요리와 함께하기 좋아요","친환경 거봉으로 만든 와인을 증류한 소주","육포,샤브샤브,안심 스테이크",-1,-1,4,-1,-1
"soju","고운달 오크 (세트포장)","https://www.sooldamhwa.com/damhwaMarket/detail/94","images/soju_63.jpg","37년 내공으로 빚은 증류주",4.9,15,"일반증류주","52.00%","200ml, 500ml","코를 톡 쏘는 알콜감과 은은하게 퍼지는 오미자 풍미","입술만 살짝 적시며 천천히 매력에 빠져보세요","맛은 물론! 선물하기 좋은 예쁜 술이에요","과일,견과류,초콜릿",-1,-1,4,-1,-1
"soju","죽력고","https://www.sooldamhwa.com/damhwaMarket/detail/1534","images/soju_64.jpg","시간과 정성을 통해 탄생한 명인의 술",4.8,5,"일반증류주","32%","700ml","그윽한 풍미와 시원한 여운","묵직한 풍미를 가진 음식과 드셔보세요","술의 핵심 재료, 죽력은 양조장에서 직접 만들어요","곱창전골,고기국수,허니버터 브레드",-1,-1,4,-1,-1
"soju","서울의 밤 40%","https://www.sooldamhwa.com/damhwaMarket/detail/1328","images/soju_65.jpg","오늘 '서울의 밤'은 맑고 깨끗합니다.",4.7,22,"일반증류주","40.00%","375ml","달콤한 매실 향을 시작으로 알싸하고 깔끔한 여운을 선사해요","입 안을 잔잔하게 감싸주는 부드러운 음식과 함께해 보세요","우리나라 만드는 GIN(진) 스타일의 소주예요","크림 떡볶이,게살 계란탕,치즈 감자전",-1,-1,4,-1,-1
"soju","한주 25%","https://www.sooldamhwa.com/damhwaMarket/detail/1166","images/soju_66.jpg","한 방울, 한 방울 땀을 내듯 모아 만든 소주",4.7,18,"증류식소주","25.00%","360ml","싱그러운 풀내음과 상큼한 풍미의 깔끔한 맛","소주랑 먹는 어느 안주와도 잘 어울려요","무형문화재 기능 보유자 ‘이성자’님이 만드신 소주","바지락 술찜,오뎅탕,삼겹살",-1,-1,3,-1,-1
