category,name,url,imagePath,comment,score,reviewCount,kind,alcoholDegree,capacity,tastePoint,foodsPoint,specialPoint,foods,sweetFlavor,sourFlavor,bodyFlavor,carbonicFlavor,tanninFlavor
"chungju","삼양춘 약주","https://www.sooldamhwa.com/damhwaMarket/detail/151","images/chungju_21.jpg","많은 사람들이 이 술로 전통주에 입덕 했다죠",4.8,48,"약주","15.00%","500ml","씁쓸하면서도 은은한 단맛으로 계속 입맛 당기는 술","담백한 음식의 풍미를 한층 더 끌어올려줘요","세 번 빚어 만든 최상급 발효주","두부구이,꼬막 무침,문어 숙회",3,2,1,-1,3
"chungju","복단지","https://www.sooldamhwa.com/damhwaMarket/detail/226","images/chungju_22.jpg","복(福)분자가 단지 한 가득!",4.8,37,"약주","14.00%","350ml","은은한 단맛으로 깔끔하게 마실 수 있는 복분자 주","복분자의 산미가 기름진 맛을 잡아줘요!","쌀로 단맛을 끌어낸 술","제육 볶음,돼지갈비 찜,장어구이",3,4,3,-1,1
"chungju","송이주","https://www.sooldamhwa.com/damhwaMarket/detail/303","images/chungju_23.jpg","자연산 송이의 상쾌함을 느껴보세요.",4.8,36,"살균약주","13.00%","375ml","산림욕을 하는 듯한 솔 내음을 가득 담았어요","기름지고 풍미 짙은 요리와 즐겨보세요","자연산 송이 향이 가득 담긴 살균 약주","막국수,참치회,갈비 구이",2,4,3,-1,1
"chungju","운암 1945","https://www.sooldamhwa.com/damhwaMarket/detail/1177","images/chungju_24.jpg","달지 않고 새콤한 약주는 정말로 희귀해요!",4.8,28,"살균약주","12.00%","750ml","달콤하기보단 톡 쏘는 신맛이 혀를 자극해요","담백한 생선회나 기름진 음식과 즐겨보세요","쌀, 물, 누룩만을 사용해 저온 발효, 숙성한 약주","소시지,해물 파전,생선회",2,4,4,-1,2
"chungju","세종대왕어주 약주","https://www.sooldamhwa.com/damhwaMarket/detail/208","images/chungju_25.jpg","2019년 최고의 술로 불리는 약주",4.7,27,"약주","15.00%","500ml","향긋한 꽃향에 부드러운 산미가 돋보이는 술","담백한 해산물 음식과 깔끔하게 즐겨보세요","600년의 역사를 재해석한 전통주","조개찜,호박전,흰살생선회",3,4,4,-1,2
"chungju","오메기술 13%","https://www.sooldamhwa.com/damhwaMarket/detail/1217","images/chungju_26.jpg","오메기떡을 발효시켜 만든 약주",4.8,29,"살균약주","13.00%","375ml","좁쌀 특유의 고소한 향과 부드러운 단맛","풍부한 맛을 가진 음식들과 즐겨보세요","차조로 만든 오메기떡을 발효한 술","치즈,흑돼지 삼겹살,생선회",3,2,3,-1,2
"chungju","경성 과하주","https://www.sooldamhwa.com/damhwaMarket/detail/225","images/chungju_27.jpg","발효도 안 끝난 술에 소주를 태워?",4.8,29,"약주","20.00%","375ml","새콤달콤한 풍미 가득한 술","술에 뒤지지 않을 감칠맛 짙은 음식과 함께 해보세요!","여름에도 만들어 마실 수 있는 ‘과하주’","새우튀김,갈비찜,곶감치즈말이",5,3,4,-1,3
"chungju","하타","https://www.sooldamhwa.com/damhwaMarket/detail/199","images/chungju_28.jpg","이 술은 백제에서 최초로 시작되어...",4.5,23,"청주","16.00%","500ml","깔끔하고 씁쓸한, 우리 고유의 청주를 느껴보세요","깔끔한 음식과 잔잔하게 즐겨보세요","술 빚는 능력과 물을 다스리는 기술이 뛰어나 하타!","오뎅탕,고등어구이,생선회",2,2,2,-1,4
"chungju","감싸주는 날","https://www.sooldamhwa.com/damhwaMarket/detail/1414","images/chungju_29.jpg","한산 소곡주 사이에서 경쟁력과 정체성을 갖추기 위해 새로운 디자인으로 탄생했어요",4.8,33,"약주","16%","750ml","단맛과 옅은 산미가 진득한 질감으로 입안을 감싸주는 술","지방에서 비롯되는 고소한 풍미와 감칠맛을 가진 음식","경쟁력과 정체성을 갖추기 위해 새로운 디자인으로 탄생했어요","떡갈비,갈비 구이,참소라",4,3,4,-1,3
"chungju","문삼이공 약주","https://www.sooldamhwa.com/damhwaMarket/detail/283","images/chungju_30.jpg","밤 하늘 달빛 아래에서 건배 한번 하면 참 좋겠다",4.7,21,"약주","16.00%","500ml","구수한 누룩 향과 함께 새콤 달콤하게 즐겨보세요!","기름진 음식과 산뜻하게 즐겨보세요~","첨가물 없이! 쌀, 물, 누룩으로만 빚은 약주","고등어구이,보쌈,스테이크",3,4,4,-1,2
"chungju","감사","https://www.sooldamhwa.com/damhwaMarket/detail/65","images/chungju_31.jpg","소중한 분들게 감사한 마음을 담아",4.9,21,"약주","14.00%","375ml","달콤한 카스테라가 떠오르는 부드러운 술이에요","담백하고 고소한 음식과 함께 즐겨보세요","자체 제작 누룩으로 저온 발효와 숙성을 한 술","두부구이,버섯 전골,육회",4,3,2,-1,3
"chungju","녹파주","https://www.sooldamhwa.com/damhwaMarket/detail/313","images/chungju_32.jpg","오늘만큼은 나도 고려시대 양반!?",4.7,21,"살균약주","15.00%","375ml","담백하고 깔끔하게! 단맛 없는 맑은 약주","때 묻지 않은 깨끗한 매력에 어느 음식과도 잘 어울려요","고려시대, 선비가 즐겼던 귀한 술","연잎밥,쑥전,문어 숙회",2,2,2,-1,3
"chungju","청비성 16%","https://www.sooldamhwa.com/damhwaMarket/detail/1169","images/chungju_33.jpg","술 한 잔으로 덕과 지혜를 얻을 수 있어요",4.8,17,"약주","16.00%","500ml","은은한 산미와 알싸한 알코올 감","간장으로 조리된 음식과 드셔보세요","당나라 시인 이백의 시를 인용해서 붙여진 이름이에요","궁중 떡볶이,간장 치킨,두부 조림",3,4,4,-1,2
"chungju","김포 특주 [12병/20병]","https://www.sooldamhwa.com/damhwaMarket/detail/286","images/chungju_34.jpg","통진미로 빚은 김포의 특별한 술",4.9,24,"살균약주","15%","375ml","가벼운 단맛으로 부담없이 마시기 좋아요~","다양한 한식 요리(or 집밥)와 잘 어울려요!","이거 특급 쌀로 만든 술이에요","간장 게장,감자탕,시금치 무침",3,2,3,-1,4
"chungju","백련 맑은 술","https://www.sooldamhwa.com/damhwaMarket/detail/1219","images/chungju_35.jpg","사찰 앞 연못에서 자란 연잎으로 빚은 술",4.9,22,"약주","12.00%","375ml, 750ml","연잎차를 마시는 듯한 향긋한 풍미","구수한 국물 요리와 드셔보세요","연잎과 함께 술을 담가 맑은 술만 걸러냈어요","떡갈비,된장찌개,누룽지탕",2,4,3,-1,3
"chungju","오메기술 15%","https://www.sooldamhwa.com/damhwaMarket/detail/1037","images/chungju_36.jpg","오메기떡을 발효 시켜 만든 약주",4.7,25,"살균약주","15.00%","375ml","달콤하면서도 구수한 풍미가 독특해요","돼지고기로 만든 음식이라면 뭐든 ok","좁쌀로 만든 오메기떡을 발효시킨 술","수육,순대 볶음,돼지국밥",3,2,3,-1,1
"chungju","구기홍주","https://www.sooldamhwa.com/damhwaMarket/detail/200","images/chungju_37.jpg","카라멜 비스킷을 머금은 듯한 달콤 쌉싸름한 술",4.7,19,"기타주류","14.00%","360ml,750ml","캬라멜같은 단맛과 쌉싸름함의 환상 밸런스","가벼운 스낵류와 즐기기 좋아요","청양지역의 구기자를 넣은 술","두부과자,약과,땅콩",3,2,2,-1,3
"chungju","고흥 유자주 12%","https://www.sooldamhwa.com/damhwaMarket/detail/1468","images/chungju_38.jpg","고흥에서 재배한 유자로 만든 상큼한 약주예요",4.9,16,"살균약주","12%","500ml","유자의 싱그러운 산미를 가득 느낄 수 있는 술","술의 산미가 기름진 음식의 풍미를 더욱 살려줄 거예요","살균을 통해 유자의 갈변을 방지했어요","크림 파스타,꿔바로우,차돌된장찌개",3,4,3,-1,3
"chungju","맑은 문희주","https://www.sooldamhwa.com/damhwaMarket/detail/145","images/chungju_39.jpg","H.O.T보다 핫한 술!",4.9,14,"약주","13.00%","500ml, 750ml","짙은 쌀 본연의 단맛","풍미 짙은 음식과 잘 어울려요","수제로 빚은 술의 진수","소고기 안심,차돌박이 숙주 볶음,갈비찜",5,2,5,-1,1
"chungju","나주 배 약주","https://www.sooldamhwa.com/damhwaMarket/detail/1227","images/chungju_40.jpg","나주하면 배가 유명한 것은 다들 아시죠~",4.9,9,"약주","15.00%","500ml","끈적한 마무리를 가진 배 약주","입맛을 돌게 하는 은은한 단맛을 가지고 있어 식전주로 마시기 좋아요","고두밥과 백설기를 같이 넣어 술의 바디감을 조절했어요","에그타르트,치킨 샐러드,육사시미",4,3,4,-1,2
"chungju","지란지교 약주","https://www.sooldamhwa.com/damhwaMarket/detail/1100","images/chungju_41.jpg","수제 방식의 달콤한 약주",4.9,9,"약주","15.00%","375ml, 500ml","시원한 배의 달콤한 맛과 씁쓸한 뒷맛","달짝지근한 간장 양념 요리와 즐겨보세요","6개월의 기다림 끝에 완성되는 수제 약주","간장 치킨,굴국,버섯 볶음",3,4,3,-1,2
"chungju","우리술 오늘 약주","https://www.sooldamhwa.com/damhwaMarket/detail/106","images/chungju_42.jpg","조선 시대 문헌상의 비법으로 빚은 약주",4.9,18,"약주","15.00%","700ml","찹쌀의 단맛이 진득하게 올라와요","매운 음식과 함께 즐겨 보세요","고문헌에 기록된 술 중 호산춘의 레시피를 사용한 약주","닭발,아귀찜,약과",4,4,4,-1,2
"chungju","금산인삼주 약주 [3병/6병/15병]","https://www.sooldamhwa.com/damhwaMarket/detail/354","images/chungju_43.jpg","인삼과 함께 발효하여 만든 인삼 약주",4.7,22,"살균약주","12.50%","360ml","산미 짙은 인삼의 풍미와 구수한 곡물의 조합","가볍게 반주로 한 잔","발효부터 함께한 인삼","두부김치,감자조림,간장 불고기",2,4,2,-1,2
"chungju","자자헌주","https://www.sooldamhwa.com/damhwaMarket/detail/1552","images/chungju_44.jpg","상쾌한 솔잎과 향긋한 국화가 어우러진 약주예요",0,0,"약주","17%","375ml","솔잎의 상쾌함과 국화의 쌉쌀함","마음을 안정시켜주는 음식과 즐겨보세요","임금님께만 진상하던 국화를 직접 재배해요","바닐라 아이스크림,가래떡 구이,뚝배기 불고기",3,1,4,-1,3
"chungju","술아 매화주","https://www.sooldamhwa.com/damhwaMarket/detail/103","images/chungju_45.jpg","매화로 빚은, 긴 여운의 과하주",4.5,10,"약주","15.00%","375ml","매화 풍미 가득 담긴 달콤한 ‘과하주’","얼음과 탄산수를 넣어 시원하고 달달구리하게 즐겨보세요!","발효주에 증류주를 더하다.","약과,산적 꼬치,돼지고기 김치찜",4,4,4,-1,2
"chungju","동몽","https://www.sooldamhwa.com/damhwaMarket/detail/350","images/chungju_46.jpg","단호박을 넣어 만든 무감미료 생 약주",4.9,11,"약주","17.00%","500ml","달짝지근한 맛부터 신맛, 고소, 씁쓸함까지 느껴지는 술","기름진 음식도 이젠, 깔끔하게 즐겨보세요","전통누룩부터 옹기 숙성까지, 진짜 전통을 맛봐보세요","연어 스테이크,오리 구이,두부부침",3,4,4,-1,3
"chungju","배금도가 포도 약주","https://www.sooldamhwa.com/damhwaMarket/detail/1288","images/chungju_47.jpg","김천의 명품 포도가 들어가 진득한 단맛의 맑은 술",4.9,13,"약주","16.00%","390ml","달고나를 먹는 듯한 진득한 단맛이 일품이에요","입 안을 달콤하게 만드는 간식들과 함께 해보세요","녹두가 들어간 자가 누룩과 백설기를 사용해 술을 빚었어요","찰보리빵,블루베리 타르트,제육볶음",4,2,4,-1,3
"chungju","술아 연화주","https://www.sooldamhwa.com/damhwaMarket/detail/105","images/chungju_48.jpg","연꽃으로 빚은 긴 여운의 과하주",4.4,9,"약주","15.00%","375ml","연꽃 풍미 가득 담긴 달콤한 ‘과하주’","여름 제철 음식과 시원~하게 즐겨보세요","발효주에 증류주를 더하다","약과,산적 꼬치,돼지고기 김치찜",4,2,3,-1,1
"chungju","라이스 퐁당 13%","https://www.sooldamhwa.com/damhwaMarket/detail/1238","images/chungju_49.jpg","삼지구엽초와 감초가 들어간 술이에요",4.8,9,"약주","13.00%","500ml","은은하게 풍기는 약재 향에 톡 쏘는 산미","침샘이 자극될만한 새콤달콤한 음식과 드셔보세요","삼지구엽초와 감초를 우린 물로 만들어요","백합조개탕,초계국수,물회",3,3,3,-1,4
"chungju","술아 순곡주","https://www.sooldamhwa.com/damhwaMarket/detail/111","images/chungju_50.jpg","순곡으로 빚은 긴 여운의 과하주",4.7,7,"약주","20.00%","375ml","높은 도수와 진한 달콤함으로 온몸을 녹여줘요","양념이 강한 음식과 함께 즐겨보세요","발효주에 증류주를 더하다","돼지갈비 찜,참치회,어묵전골",4,2,3,-1,1
"chungju","나루 약주","https://www.sooldamhwa.com/damhwaMarket/detail/1546","images/chungju_51.jpg","힙한 양조장의 대명사 '한강주조'에서 출시한 약주",5,1,"약주","13%","500ml","청포도의 산뜻한 과실 향을 갖춘 드라이한 약주","담백하고 깔끔한 한식과 즐겨보세요","매 계절마다 바뀌는 라벨의 그림","버섯 전골,배추전,삼계탕",2,2,3,-1,3
"chungju","진양주","https://www.sooldamhwa.com/damhwaMarket/detail/1485","images/chungju_52.jpg","200년 가까이 이어져 온 해남의 무형문화재 술",4.9,10,"살균약주","16%","500ml","허니버터 아몬드같이 고소한 향","짭짤한 음식의 풍미를 잘 살려줘요","찹쌀을 두 번 넣어 만들어요","떡갈비,고구마 피자,뚝배기 불고기",3,4,3,-1,3
"chungju","수제 약주 별바랑","https://www.sooldamhwa.com/damhwaMarket/detail/188","images/chungju_53.jpg","생쌀 발효로 만든 수제 약주",4.5,6,"약주","17.50%","375ml","누룩향 없이 깔끔하고 새콤달콤하게 마실 수 있는 약주","해산물의 비린맛을 싸악 잡아줘요!","누룩을 최소한으로. 금계당의 특급방법으로 만들어진 술","밀푀유나베,산낙지,족발",3,5,4,-1,1
"chungju","그리움","https://www.sooldamhwa.com/damhwaMarket/detail/60","images/chungju_54.jpg","감사하고 그리운 마음을 담아서",5,8,"살균약주","14.00%","700ml","깔끔하고 드라이한 맛의 약주에요","기름진 음식들의 느끼함을 잡아줘요","차례주 컨셉으로 출시된 술","산적 꼬치,소고기 국밥,조기구이",1,3,3,-1,4
"chungju","청주신선주 약주 16%","https://www.sooldamhwa.com/damhwaMarket/detail/1205","images/chungju_55.jpg","신라시대 최치원 선생이 신선봉에 정자를 짓고 마신 술",4.9,7,"약주","16.00%","375ml, 500ml","10가지 재료가 들어간 만큼 풍부한 맛과 향을 느껴보세요","새콤한 음식과 함께 즐겨보세요","19대째 내려오고 있는 함양 박씨 집안의 술","도토리묵 무침,오징어 초무침,냉채 족발",2,4,3,-1,4
"chungju","마주","https://www.sooldamhwa.com/damhwaMarket/detail/1225","images/chungju_56.jpg","마주 앉아서 모싯잎의 향긋함을 느껴보세요",4.5,6,"약주","16.00%","500ml","모싯잎의 풋풋한 향을 느낄 수 있는 약주","채소 본연의 향을 느낄 수 있는 음식과 드셔보세요","모싯잎을 우린 물로 만들어요","버섯 전골,쑥전,미나리 삼겹살",3,4,3,-1,3
"chungju","매실 향기 담은 술","https://www.sooldamhwa.com/damhwaMarket/detail/339","images/chungju_57.jpg","다들 매실주의 신세계라고 부르더군요?",5,4,"약주","14.00%","500ml","산뜻한 매실 풍미를 청량감 넘치게 즐겨보세요","야들 야들한 생선회 한 점에 매향주 한 잔! 얼마나 맛있게요?","매실을 발효시켜 만든 진짜 매실주!","방어회,감자전,탕수육",3,4,3,-1,3
"chungju","초이 국화","https://www.sooldamhwa.com/damhwaMarket/detail/1462","images/chungju_58.jpg","감국과 다섯 가지 누룩이 들어가 다채로운 풍미를 끌어올린 약주",4.9,7,"약주","16%","500ml","달콤함은 짧아도 향긋함은 오래 오래~","달짝지근한 한식 안주와 즐겨보세요","어서 와 다섯 가지 누룩은 처음이지?","소 불고기,육회,갈비 만두",3,2,4,-1,3
"chungju","모든날에","https://www.sooldamhwa.com/damhwaMarket/detail/1157","images/chungju_59.jpg","전통누룩을 사용하여 3번 빚은 약주",4.5,2,"약주","15.00%","500ml","살구를 먹은 듯한 새콤한 산미","짭조름한 간장 베이스 음식과 함께 즐겨보세요","3번의 발효 과정을 거친 전통 방식으로 빚어진 술이에요","간장 게장,고등어구이,찜닭",2,4,2,-1,4
"chungju","양조학당 녘","https://www.sooldamhwa.com/damhwaMarket/detail/1522","images/chungju_60.jpg","고문헌 속 용호주 제조방식을 현대방식으로 재해석해서 만들었어요",0,0,"청주","13%","300ml, 500ml","가벼우면서도 무게감 있는 술이에요","깔끔한 국물 요리와 잘 어울려요","솔잎과 쑥이 들어간 깔끔한 청주예요","칼국수,조개탕,콩나물 국밥",3,3,3,-1,3
"chungju","아황주","https://www.sooldamhwa.com/damhwaMarket/detail/1521","images/chungju_61.jpg","고려시대부터 빚어왔던 왕실의 명주예요.",0,0,"약주","17%","300ml","밀도 높은 끈끈한 단맛이 느껴져요","쌉쌀함을 감춰줄 수 있는 음식과 즐겨보세요","까마귀가 노랗게 보일 정도로 진한 황색의 술","두부전골,만두 전골,게살 계란탕",4,3,4,-1,4
"chungju","선셋 체리 스파클링 약주 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1411","images/chungju_62.jpg","곡성 가루미 쌀과 체리로 만든 탄산 톡톡 스파클링 약주",4,2,"약주","5%","300ml","탄산 덕에 더욱 청량하게 느낄 수 있는 체리 풍미","손이 툭툭 가는 가벼운 안주들과 함께 해보세요","곡성에서 재배한 체리로 만든 스파클링 약주","호두파이,크로플,팝콘",2,3,2,-1,3
"chungju","청비성 21%","https://www.sooldamhwa.com/damhwaMarket/detail/1500","images/chungju_63.jpg","술을 통해 지혜와 덕을 쌓아보세요",5,1,"약주","21%","375ml, 500ml","쌀에서 느낄 수 있는 단맛과 고소함을 가득 담았어요","고소한 풍미를 가진 음식과 드셔보세요","청비성 한 잔으로 지와 덕을 쌓아보세요","들깨수제비,샤브샤브,월남쌈",3,1,4,-1,3
"chungju","만다린 약주","https://www.sooldamhwa.com/damhwaMarket/detail/1461","images/chungju_64.jpg","제주도에서 느낄 수 있는 상큼함을 한 번에 담아낸 산뜻한 귤 약주",0,0,"약주","12%","375ml","계피차에 귤 과즙 한 숟갈 넣은 맛","제주에서 찾던 음식과 함께해 여행 분위기를 내보세요","제주에서 자라는 여러 과일 총집합!","흑돼지 삼겹살,딱새우 회,감귤 타르트",1,2,3,-1,3
"chungju","한영석 청명주 (9배치)","https://www.sooldamhwa.com/damhwaMarket/detail/1363","images/chungju_65.jpg","누룩 명인의 손에서 탄생한 새콤달콤한 청명주",4.9,32,"약주","13.8%","375ml","새콤한 산미가 돋보이는 맑은 약주","고소한 풍미를 갖춘 기름진 음식과 드셔보세요","고문헌 속 청명주를 한영석 누룩 명인의 방법으로 재해석했어요","새우 오일 파스타,나물 무침,비스킷",3,3,4,-1,2
"chungju","동짓달 기나긴 밤","https://www.sooldamhwa.com/damhwaMarket/detail/1125","images/chungju_66.jpg","복분자를 넣어 만든 전통 과일 약주",5,1,"약주","16.00%","500ml","달지 않고 복분자의 산미와 씁쓸한 맛이 돋보여요","풍미 짙은 육류요리와 즐겨보세요","1년 이상 숙성시킨 복분자를 넣어 만든 약주","닭갈비,장어구이,등심 스테이크",3,3,4,-1,4
