category,name,url,imagePath,comment,score,reviewCount,kind,alcoholDegree,capacity,tastePoint,foodsPoint,specialPoint,foods,sweetFlavor,sourFlavor,bodyFlavor,carbonicFlavor,tanninFlavor
"takju","괴산 세종 찰옥수수 [6병/12병/20병]","https://www.sooldamhwa.com/damhwaMarket/detail/124","images/takju_32.jpg","진한 옥수수향이 가득한 막걸리",4.9,28,"기타주류","6.00%","750ml","풍미 짙은 옥수수향과 부드러운 단맛","고소한 음식과 함께하기 좋아요","옥수수분을 넣어 만든 살균 막걸리","오징어 땅콩,바닐라 아이스크림,두부부침",3,2,3,2,1
"takju","문삼이공 탁주","https://www.sooldamhwa.com/damhwaMarket/detail/282","images/takju_33.jpg","첨가물 없이 쌀, 물, 누룩으로만 빚은 막걸리",4.6,13,"탁주","12.00%","500ml","새콤달콤하고 후미에 올라오는 곡물향","기름지거나 새콤달콤한 음식과 즐겨보세요","직접 빚은 누룩을 사용한 무첨가물 탁주","크림 새우,시저 샐러드,꿔바로우",3,4,3,0,3
"takju","만강에 비친 달 X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1118","images/takju_34.jpg","단호박이 들어간 새콤한 막걸리",4.7,18,"탁주","10.00%","500ml","은은한 단맛과 입에 침이 고일 정도의 새콤한 산미가 느껴져요","짭짤하게 양념된 육류 요리와 즐겨보세요","첨가물 없이 전통 방식으로 빚은 단호박 막걸리","오리 고기,불고기,찹스테이크",4,3,3,0,2
"takju","오희","https://www.sooldamhwa.com/damhwaMarket/detail/138","images/takju_35.jpg","오미자의 다채로움을 화려하게 즐겨요!",4.9,19,"탁주","8.50%","500ml","강한 탄산감과 함께 느껴지는 풍부한 오미자맛","해산물과 함께하기 좋답니다!","천연탄산이 가득한 스파클링 오미자 막걸리","조개탕,바지락 칼국수,딸기",4,4,2,5,2
"takju","문희","https://www.sooldamhwa.com/damhwaMarket/detail/140","images/takju_36.jpg","장원 급제하는 기쁜 소식",4.6,17,"탁주","13.00%","500ml","묵직한 찹쌀의 단맛과 향","풍미가 짙은 육류와 잘 어울려요!","찹쌀로 세 번 빚은 수제 탁주","수육,순대 볶음,닭갈비",5,2,5,0,3
"takju","세종대왕어주 탁주","https://www.sooldamhwa.com/damhwaMarket/detail/207","images/takju_37.jpg","초정 약수로 만든 프리미엄 탁주",4.6,17,"탁주","13.00%","500ml","부드러운 목 넘김 뒤에 느껴지는 쌀의 단맛과 담백한 여운","담백한 음식과 함께하기 좋아요","초정 광천수를 사용해 100일간 발효한 술","두부구이,버섯 전골,오뎅탕",3,2,3,0,3
"takju","냥이탁주 5% fresh X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1095","images/takju_38.jpg","5가지 부재료를 넣어 만든 새콤달콤한 막걸리",4.8,16,"탁주","5.00%","350ml","음료수 마시듯 꿀떡꿀떡 넘어가는 새콤달콤한 술","튀김같이 기름진 음식과 즐겨보세요","가와지쌀과 5가지 부재료를 넣어 만든 막걸리","호박전,새우튀김,꿔바로우",3,3,2,0,1
"takju","서울 오리지널","https://www.sooldamhwa.com/damhwaMarket/detail/1574","images/takju_39.jpg","직접 만든 누룩으로 양조장만의 색깔을 더한 막걸리를 만나보세요!",0,0,"탁주","7.5%","500ml","쌀의 고소한 풍미를 느껴보세요","새콤한 맛을 가진 안주와 드셔보세요","양조장에서 직접 만든 설화곡을 사용해요","골뱅이 소면 무침,리코타치즈,팟타이",3,1,3,0,3
"takju","배꽃 필 무렵 잣잎 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/318","images/takju_40.jpg","떠 먹는 잣 막걸리",4.5,11,"탁주","9.00%","140ml","부드럽고 옅은 단맛과 새콤한 느낌의 잣향","달콤한 디져트류와 함께 즐기기 좋아요","이화곡이라는 전용 누룩을 사용한 떠먹는 막걸리","마카롱,스테이크,초콜릿",3,4,5,0,2
"takju","지란지교 탁주","https://www.sooldamhwa.com/damhwaMarket/detail/1101","images/takju_41.jpg","진짜 수제 막걸리의 품격",4.6,13,"탁주","13.00%","500ml","짜릿한 산미가 돋보이는 술이에요","풍미가 짙은 음식과 함께해 보세요","6개월의 기다림 끝에 완성되는 수제 막걸리","라자냐,가지볶음,버터 갈릭 새우",3,4,4,0,2
"takju","이상헌 탁주 14%","https://www.sooldamhwa.com/damhwaMarket/detail/1230","images/takju_42.jpg","직접 디딘 밀 누룩으로 빚은 수제 막걸리",4.7,13,"탁주","14.00%","500ml","단맛이 적은 드라이한 막걸리예요","기름진 음식과 드셔보세요","직접 디딘 밀 누룩으로 석임을 만들어 사용해요","수육,부추전,두부부침",1,2,2,1,3
"takju","천비향 생주","https://www.sooldamhwa.com/damhwaMarket/detail/86","images/takju_43.jpg","다섯 번 빚어 만든 탁주",4.8,15,"탁주","14.00%","500ml","묵직한 단맛과 신선한 쌀 향","풍부한 맛의 육류나 담백한 음식과 즐겨보세요","쌀, 물, 누룩으로 총 5번 빚은 오양주","닭볶음탕,비빔밥,두부부침",4,2,4,0,3
"takju","마실꾸지 [3병/6병/12병]","https://www.sooldamhwa.com/damhwaMarket/detail/1220","images/takju_44.jpg","꾸지뽕 열매가 들어간 새콤달콤한 막걸리예요",4.7,11,"탁주","7.00%","750ml","라즈베리 주스를 마시는 것 같아요","묵직한 풍미의 음식과 드셔보세요","클래식을 들으며 완성되는 막걸리","도넛,양갈비 구이,훈제 삼겹살",3,3,2,1,3
"takju","서울 핑크","https://www.sooldamhwa.com/damhwaMarket/detail/1575","images/takju_45.jpg","직접 만든 누룩으로 양조장만의 색깔을 더한 핑크색 막걸리를 만나보세요!",0,0,"탁주","7.5%","500ml","조청처럼 달콤한 향을 갖고 있어요","매콤한 안주와 드셔보세요","양조장에서 직접 만든 설화곡을 사용해요","제육 볶음,닭갈비,떡볶이",3,3,3,0,2
"takju","해창 12%","https://www.sooldamhwa.com/damhwaMarket/detail/1483","images/takju_46.jpg","해창주조장의 대표 막걸리",4.2,10,"탁주","12%","900ml","묵직한 질감에 포도가 떠오르는 상큼함 맛을 가졌어요","술만큼이나 강한 풍미가 있는 기름진 음식과 함께해 보세요","감미료 없이 천천히 시간을 들여 빚은 술","떡갈비,육회,갈비 구이",3,4,4,0,2
"takju","가덕 순쌀 생 막걸리 X 12병","https://www.sooldamhwa.com/damhwaMarket/detail/315","images/takju_47.jpg","청주 햅쌀로 빚는 생 막걸리",4.9,29,"탁주","6.00%","750ml","단맛이 적고 담백함","전 요리처럼 기름진 안주와 잘 어울려요","직접 농사지은 쌀과 백족산의 암반수로 빚은 술","육전,해물 파전,감자전",2,2,3,3,1
"takju","해창 9%","https://www.sooldamhwa.com/damhwaMarket/detail/1484","images/takju_48.jpg","땅끝마을 해남에서 만드는 無감미료 막걸리",4.6,11,"탁주","9%","900ml","고운 입자감을 가진 새콤달콤한 막걸리","막걸리 단짝 안주들이라면 다 데려와도 좋아요","감미료 없이 천천히 시간을 들여 빚은 술","모듬전,도토리묵 무침,두부김치",2,3,3,0,2
"takju","별산 오디 스파클링 막걸리 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1351","images/takju_49.jpg","양주에서 생산한 오디로 만든 스파클링 막걸리예요",4.6,18,"탁주","6.00%","800ml","흑당 밀크티를 먹은 듯 달달한 스파클링 막걸리","빵과 함께 달콤하게 즐겨보세요","양주에서 재배한 달콤한 오디 열매로 만들어요","블루베리 파이,롤 케이크,초콜릿 머핀",3,2,2,4,2
"takju","너디 펀치","https://www.sooldamhwa.com/damhwaMarket/detail/1377","images/takju_50.jpg","펀치 한 방처럼 신선한 충격을 선사하는 너드들의 도전이 담긴 막걸리",5,9,"탁주","5%","700ml","오렌지주스처럼 가벼운 새콤달콤함","어린 시절 우리 입맛을 사로잡았던 음식과 함께","막걸리에 빠진 너드들의 도전이 담긴 술","짜장면,양념 치킨,떡볶이",3,4,4,0,1
"takju","하얀 까마귀 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1164","images/takju_51.jpg","막걸리를 많이 마셔 몸이 하얘졌답니다",4.7,10,"탁주","8.00%","850ml","우유처럼 부드러운 목넘김을 가졌어요","튀기거나 진득한 농도를 가진 음식과 드셔보세요","뽀얀 색의 하얀 까마귀 막걸리","찜닭,돈까스,콘치즈",4,3,4,0,2
"takju","돌배 아랑주 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1221","images/takju_52.jpg","숙성된 돌배로 분홍색을 이끌어낸 술",4.8,9,"탁주","6.00%","750ml","은은한 단맛과 깔끔한 목 넘김","담백한 요리와 즐겨보세요","돌배와 쌀이 만나 분홍색이 탄생했어요","샤브샤브,육회,연포탕",2,1,2,0,1
"takju","배금도가 포도막걸리","https://www.sooldamhwa.com/damhwaMarket/detail/1287","images/takju_53.jpg","김천 포도와 직접 디딘 누룩으로 만든 포도막걸리예요",4.5,12,"탁주","12.00%","400ml, 785ml","새콤달콤한 맛과 부드러운 질감 덕에 편안하게 넘어가요","술이 가지고 있는 달콤한 맛을 믿고 매운 음식을 준비해봐요","김천시의 대표 특산물인 포도를 활용한 막걸리","초코 케이크,마라탕,오돌뼈",3,4,4,0,3
"takju","탁여현","https://www.sooldamhwa.com/damhwaMarket/detail/1364","images/takju_54.jpg","영리하고 슬기로운 현자 같은 존재",4.8,8,"탁주","15.0%","500ml","산뜻한 단맛을 시작으로 알코올의 화사함까지 느낄 수 있어요","새콤한 소스가 곁들여진 음식과 함께해 보세요","술과 달을 사랑했던 시인 이백의 <월하독작>을 인용했어요","바비큐 폭립,떡갈비,차돌박이 숙주 볶음",4,4,4,0,2
"takju","말이야막걸리야 3L 대용량(케그+미니탭)","https://www.sooldamhwa.com/damhwaMarket/detail/1450","images/takju_55.jpg","토란 막걸리 들어봤나! 케그 막걸리 들어봤나! 그게 말이야막걸리야~",5,6,"탁주","6%","3000ml","시원한 단맛을 자랑하는 깔끔 담백 막걸리","캠핑을 위해 맛깔나게 준비한 음식과 즐겨보세요","우리나라 토란 최대 주산지인 곡성의 토란으로 만들어요","소시지,어묵전골,라면",2,1,2,2,1
"takju","택이 X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/88","images/takju_56.jpg","남녀노소 좋아할 맛을 가진 막걸리",4.7,9,"탁주","8.00%","500ml","은은한 산미가 감도는 부드러운 단맛","담백한 한식과 잘 어울린답니다","슈퍼오닝쌀로 세 번 빚은 프리미엄 탁주","수육,김치전,백반",4,3,3,0,2
"takju","참주가 솔 막걸리 [6병/12병]","https://www.sooldamhwa.com/damhwaMarket/detail/1268","images/takju_57.jpg","직접 심은 소나무에서 채취한 솔잎으로 만든 솔 막걸리",4.7,13,"탁주","5.50%","650ml","페퍼민트 차를 마신 것 같은 개운한 맛","채소 본연의 맛과 향이 살아있는 음식과 잘 어울려요","직접 심은 소나무에서 채취한 솔잎이 들어가요","삼계탕,버섯구이,차돌박이 숙주 찜",2,2,2,3,1
"takju","벗이랑 버찌","https://www.sooldamhwa.com/damhwaMarket/detail/1072","images/takju_58.jpg","벚꽃이 진다고 버찌를 잊은 적 없다",5,4,"탁주","12%","500ml","시작은 달콤하게, 끝은 쌉싸름하게","양념 된 육류 요리와 즐겨보세요","버찌와 홍국쌀이 들어간 삼양주","육전,고추장 삼겹살,양념 장어구이",3,2,4,0,3
"takju","온지 몬","https://www.sooldamhwa.com/damhwaMarket/detail/1471","images/takju_59.jpg","직접 만든 레몬청으로 새콤함을 한층 더 살린 레몬 막걸리",5,5,"탁주","10%","500ml","레몬 마들렌처럼 부드러운 산미를 가졌어요","꾸덕한 치즈 요리와 함께 해보세요","직접 만든 레몬청으로 끌어올린 상큼한 풍미","라자냐,치즈 케이크,피자",3,4,3,0,2
"takju","참주가 라봉 막걸리 X 4병","https://www.sooldamhwa.com/damhwaMarket/detail/1269","images/takju_60.jpg","상큼한 맛을 좋아하신다면 알라봉할 수밖에 없을 거에요~",4.6,7,"탁주","5.50%","650ml","산뜻한 산미를 시작으로 고소하게 마무리되는 끝맛","한라봉 막걸리와 함께 라면 느끼한 음식에도 저절로 손이 가요","한라봉 과육과 껍질을 갈아 넣어서 만들어요","짜장면,크림 파스타,피자",2,4,2,4,1
"takju","문희 오미자 가향주","https://www.sooldamhwa.com/damhwaMarket/detail/142","images/takju_61.jpg","문경 오미자가 들어간 프리미엄 탁주",5,5,"탁주","12.00%","500ml","베리류의 깊은 풍미와 묵직한 단맛","맵거나 풍부한 맛의 육류와 즐겨보세요","오미자와 유기농 찹쌀을 사용한 프리미엄 삼양주","아귀찜,스테이크,주꾸미 볶음",5,3,5,0,3
"takju","양지백주","https://www.sooldamhwa.com/damhwaMarket/detail/1158","images/takju_62.jpg","전통누룩을 사용하여 3번 빚은 탁주",5,3,"탁주","15.00%","500ml","고소한 잣 향과 은은하게 느껴지는 씁쓰름함","고추장 베이스 음식과 만났을 때 감칠맛이 배가 돼요","3번의 발효 과정을 거친 전통 방식으로 빚어진 술이에요","닭볶음탕,고추장 찌개,콩나물 무침",3,4,4,0,2
"takju","너디 호프 (샤워)","https://www.sooldamhwa.com/damhwaMarket/detail/1459","images/takju_63.jpg","콜드브루 방식으로 바질 풍미를 가득 끌어 올린 막걸리",4.8,4,"탁주","5%","700ml","새콤한 산미 뒤로 이어지는 허브의 향긋함","묵직한 소스로 요리된 음식과 드셔보세요","상주에서 재배한 바질로 만든 막걸리","토마토 파스타,돼지고기 김치찜,크림 떡볶이",3,4,3,0,2
"takju","[릴레이특가] 선호 생 막걸리 X 20병","https://www.sooldamhwa.com/damhwaMarket/detail/284","images/takju_64.jpg","누구나 다 선호 할 만한 맛",4.4,7,"탁주","6.00%","750ml","가벼운 산미와 포도의 상큼한 향","양념이나 향이 강한 음식들은 피해주세요","김포 금쌀로 만든 생 막걸리","두부구이,나쵸,해물 파전",2,3,1,4,2
"takju","낙안읍성 막걸리 X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1235","images/takju_65.jpg","술맛은 좋은 물에서부터 결정되죠",5,5,"탁주","12.00%","750ml","새콤함이 지나간 뒤 고소함도 함께 느껴보세요","간장으로 양념한 음식과 함께해 보세요","토굴에서 100일 동안 숙성을 거친 술","간장 게장,양념갈비,찜닭",1,4,3,0,2
"takju","냥이탁주 9% X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1096","images/takju_66.jpg","5가지 부재료를 넣어 만든 새콤달콤한 막걸리",5,5,"탁주","9.00%","350ml","시원한 오미자차의 새콤함이 담겨 있어요","양념된 육류나 기름진 음식과 즐겨보세요","가와지쌀과 5가지 부재료를 넣어 만든 막걸리","해물 파전,양념 치킨,간장 불고기",3,3,3,0,1
"takju","바람의 노래 X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1126","images/takju_67.jpg","전통 방법으로 빚은 무첨가 드라이 막걸리",4.4,7,"탁주","11.00%","500ml","요구르트의 새콤한 맛만 간직했어요","짭조름하면서 살짝 기름진 음식과 즐겨보세요","홍천의 청정한 재료로 만든 무첨가 수제 막걸리","짜장면,간장 불고기,오징어 튀김",2,4,3,0,3
