category,name,url,imagePath,comment,score,reviewCount,kind,alcoholDegree,capacity,tastePoint,foodsPoint,specialPoint,foods,sweetFlavor,sourFlavor,bodyFlavor,carbonicFlavor,tanninFlavor
"wine","고도리 자두 와인","https://www.sooldamhwa.com/damhwaMarket/detail/294","images/wine_10.jpg","달콤한 자두향과 산미 가득한 맛을 지닌 와인",4.8,57,"과실주","11.50%","375ml","자두의 달콤한 단맛과 톡 쏘는 산미","새콤달콤한 음식과 함께 해보세요","여름에 수확하여 1년간 숙성시킨 자두로 만든 와인","크림 파스타,탕수육,불고기",3,4,4,0,0
"wine","고도리 화이트 와인 (스위트)","https://www.sooldamhwa.com/damhwaMarket/detail/193","images/wine_11.jpg","화이트와인이 화이트가 아니네?",4.8,64,"과실주","10.50%","375ml, 750ml","거봉을 딱 씹었을 때의 과즙과 레몬의 산뜻한 맛","담백한 음식과 잘 어울려요","거봉으로 만든 국내 최초의 와인","조개구이,닭가슴살,흰살생선회",3,3,3,0,0
"wine","추사 애플 와인","https://www.sooldamhwa.com/damhwaMarket/detail/82","images/wine_12.jpg","달콤함과 싱그러운 새콤함의 와인",4.9,42,"과실주","12.00%","375ml","달콤한 향과 진한 단맛 후에 오는 연한 신맛","간장 베이스의 음식과 즐겨 보세요","예산 사과를 아이스 와인 방식으로 발효시킨 와인","육회,불고기,찜닭",4,3,3,0,1
"wine","허니비 와인","https://www.sooldamhwa.com/damhwaMarket/detail/98","images/wine_13.jpg","저절로 꿀벌이 꼬일 것 같은 진한 달콤함을 가진 미드",4.8,36,"기타주류","8.00%","375ml","벌꿀 집 한 조각을 입에 넣은 듯한 달콤함","진한 풍미를 지닌 음식과 드셔보세요","꿀과 진피를 넣어 발효시킨 꿀술","녹두전,잡채,떡국",4,2,2,0,0
"wine","부안 해풍 오디주","https://www.sooldamhwa.com/damhwaMarket/detail/1098","images/wine_14.jpg","부안의 품질 좋은 오디로 만든 과실주",4.7,46,"과실주","12.00%","375ml","오디 주스 같은 농밀한 단맛이 느껴져요","달콤하고 가벼운 안주들과 즐겨보세요","부안의 오디를 저온 발효 및 숙성한 술","과일치즈,토스트,호두강정",4,3,3,0,2
"wine","치키피치","https://www.sooldamhwa.com/damhwaMarket/detail/1124","images/wine_15.jpg","복숭아와 사과의 달콤한 변신!",4.8,34,"과실주","4.50%","330ml","달콤한 복숭아 과즙에 풋사과의 새콤함을 더했어요","달콤한 과일 디저트나 짭짤한 피자와 즐겨보세요","복숭아와 사과의 풍미를 고스란히 살린 복숭아 사이더","과일 샐러드,페퍼로니 피자,복숭아 타르트",3,4,3,3,0
"wine","샤토미소 웨딩 자두와인","https://www.sooldamhwa.com/damhwaMarket/detail/1136","images/wine_16.jpg","자두로 만든 와인의 싱그러운 산미를 만나보세요",4.9,37,"과실주","12.00%","375ml, 750ml","달콤한 자두향에 싱그러운 산미가 느껴져요","기름진 음식과도 깔끔하게 즐길 수 있어요","결혼하는 딸을 위해 만든 자두 와인","연어 스테이크,월남쌈,오징어 튀김",3,4,3,0,2
"wine","제주, 동백","https://www.sooldamhwa.com/damhwaMarket/detail/1391","images/wine_17.jpg","제주도의 동백꽃으로 만든 매력적인 분홍빛의 술",4.9,33,"기타주류","14%","375ml","화이트 와인 같은 산뜻함 뒤로 느껴지는 은은한 달콤함","술처럼 무겁지 않은 간단한 안주와 즐겨보세요","누구보다 그대를 사랑한다는 붉은 동백꽃의 꽃말","육포,순대,멜론 프로슈토",3,2,2,0,0
"wine","댄싱파파","https://www.sooldamhwa.com/damhwaMarket/detail/219","images/wine_18.jpg","과일로 만든 술도 이젠, 달지 않고 깔끔하게 즐겨보세요.",4.7,38,"과실주","7.00%","330ml","과일로 만든 술도 이젠, 달지 않고 깔끔하게 즐겨보세요","기름진 음식의 느끼함도 깔끔하게 싸-악","상큼한 사과 2개가 한 병에 가득!","크림 파스타,후라이드 치킨,크래커",3,2,4,3,0
"wine","허니문배","https://www.sooldamhwa.com/damhwaMarket/detail/1224","images/wine_19.jpg","달달한 분위기를 위한 애플 사이더",4.7,23,"과실주","4.90%","750ml","사과・배・꿀의 복합적인 풍미","파티 식전주로 가볍게 즐겨보세요","배와 사과를 착즙해서 만든 발효주","월남쌈,연어회,훈제오리 냉채",3,3,3,3,1
"wine","얠로펀치","https://www.sooldamhwa.com/damhwaMarket/detail/1253","images/wine_20.jpg","입안에 펀치를 가격한 듯한 노란색 열대 과일의 새콤한 향연",4.8,25,"과실주","5.20%","330ml","열대 과일에 수박까지 더해져 여름의 맛을 제대로 즐길 수 있어요","이국적인 요리와 찰떡궁합","수박과 노란색 과일들을 블렌딩하여 만든 애플 사이더","팟타이,하와이안 피자,망고 아이스크림",5,-1,-1,5,3
"wine","264 청포도 와인 절정 (Medium Dry)","https://www.sooldamhwa.com/damhwaMarket/detail/331","images/wine_21.jpg","산뜻한 풍미가 돋보이는 달지 않은 화이트 와인",4.9,33,"과실주","13.50%","375ml, 750ml","산뜻한 풀 내음과 중간 정도의 산미","담백하거나 양념이 강하지 않은 음식과 즐겨보세요","국산 포도 품종 ‘청수’를 사용한 청포도 와인","연어 스테이크,흰살생선회,생선찜",2,4,3,0,0
"wine","그랑꼬또 로제와인","https://www.sooldamhwa.com/damhwaMarket/detail/1527","images/wine_22.jpg","대부도 포도의 자존심이 담긴 로제 와인",5,3,"과실주","12%","750ml","쨍한 산미를 가진 드라이한 와인","풍미 짙은 고기 안주로 배를 채워보세요","대부도 포도로 와인을 만들어 1년 이상 숙성해요","바비큐 폭립,소고기 등심구이,숯불 돼지구이",2,4,4,0,1
"wine","파밀리아 샤인머스캣 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1571","images/wine_23.jpg","온 가족이 즐기기에 딱 좋은 와인이에요",0,0,"과실주","14.5%","750ml","","","","",-1,-1,-1,-1,-1
"wine","오미로제 투게더","https://www.sooldamhwa.com/damhwaMarket/detail/1231","images/wine_24.jpg","오크통에서 숙성을 거친 새콤한 오미자 와인",4.6,26,"과실주","12.00%","375ml, 750ml","침샘을 자극하는 오미자의 새콤함","신나는 파티 자리에 오미로제 투게더도 초대해주세요","다섯 가지 맛을 가진 오미자로 만든 와인","바비큐 폭립,소고기 등심구이,로제 파스타",2,4,3,0,2
"wine","허니문 와인","https://www.sooldamhwa.com/damhwaMarket/detail/96","images/wine_25.jpg","꿀을 발효해 만든 미드에 진피의 산뜻함도 함께 들어갔어요",4.7,26,"기타주류","10.00%","375ml","청포도 맛 젤리를 먹은 듯 산뜻한 단맛","꿀을 바른 달콤한 디저트와 함께 해보세요","신혼의 달콤함을 술로써 표현했어요","딸기,약과,마카롱",3,2,2,0,1
"wine","오롯이 복숭아 스파클링 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1254","images/wine_26.jpg","복숭아의 달콤함을 오롯이 담아냈어요~",4.8,14,"과실주","9.00%","375ml","자글자글한 탄산감을 가진 새콤달콤한 복숭아 스파클링 와인","식후주로 달콤한 디저트와 함께!","복숭아 과육 통째로 발효해 만들어요","과일치즈,애플 파이,크로아상",2,3,2,2,0
"wine","고도리 화이트 청수 와인","https://www.sooldamhwa.com/damhwaMarket/detail/196","images/wine_27.jpg","국내 유일의 오크숙성을 거친 청수와인",4.6,29,"과실주","10.50%","375ml, 750ml","열대과일 향 뒤에 오는 청포도의 새콤달콤한 맛","디저트류나 기름기가 적은 음식과 잘 어울려요","국산 포도 품종 청수로 만든 청포도 와인","과일 샐러드,고르곤졸라 피자,흰살생선회",4,3,2,0,0
"wine","오미로제 연","https://www.sooldamhwa.com/damhwaMarket/detail/253","images/wine_28.jpg","오미자로 만든 스파클링 와인",5,28,"과실주","8.00%","750ml","새콤달콤한 오미자의 향과 톡쏘는 산미","강한 양념이나 매운 음식은 피해주세요","이탈리아의 샤르마방식을 사용한 스파클링 와인","새우 오일 파스타,연어샐러드,육전",1,4,3,3,1
"wine","부안 참뽕 와인","https://www.sooldamhwa.com/damhwaMarket/detail/131","images/wine_29.jpg","부안의 오디로 만든 스위트 와인",4.8,22,"과실주","13.00%","750ml","포도주스처럼 새콤달콤한 맛","부드럽고 기름진 해산물과 즐겨 보세요","3년 이상 숙성발효 시킨 참뽕 와인","블루베리 치즈 케이크,장어구이,떡볶이",4,2,3,0,2
"wine","장수 오미자주","https://www.sooldamhwa.com/damhwaMarket/detail/1196","images/wine_30.jpg","오미자 와인에 주정을 첨가한 새콤달콤 오미자주",4.7,11,"과실주","16.50%","360ml","음료수 같다고 얕잡아 보았다간 큰 코 다칠 수 있어요","양념이 잘 밴 돼지고기 요리와 함께 드셔보세요","활성탄 여과를 2번 거쳤답니다","돼지갈비 찜,간장 불고기,치킨 샐러드",4,4,2,0,2
"wine","루드베리","https://www.sooldamhwa.com/damhwaMarket/detail/363","images/wine_31.jpg","애플사이더가 딸기로 돌아왔습니다!",4.7,20,"과실주","4.50%","330ml","사과, 딸기, 레몬그라스, 바질의 풍미까지!?","허브향 가득한 음식들과 함께 해보세요","달콤한 사과 2개가 한 병에 가득!","크림 파스타,카프레제,피자",3,4,3,3,0
"wine","한스오차드","https://www.sooldamhwa.com/damhwaMarket/detail/113","images/wine_32.jpg","누구나 쉽게 즐길 수 있는 와인",4.8,20,"과실주","11.00%","750ml","가볍게 지나가는 사과의 단맛","매콤한 음식이나 향이 강하지 않은 음식과 즐겨 보세요","아이스 와인 기법을 사용해 만든 사과 와인","제육 볶음,연어초밥,리코타치즈",4,3,3,0,1
"wine","크라테 자두 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1202","images/wine_33.jpg","자두 본연의 맛과 향을 그대로 즐길 수 있는 와인",4.8,11,"과실주","8.50%","375ml","자두의 맛과 향을 그대로 느껴볼 수 있어요","잘 구운 고기 한점에 자두 와인 한 잔은 금상첨화","세 가지 자두 품종을 블렌딩해서 만들어요","과일치즈,삼겹살,소고기 등심구이",3,4,3,0,3
"wine","추사 블루 스위트","https://www.sooldamhwa.com/damhwaMarket/detail/80","images/wine_34.jpg","주스같이 부드러운 블루베리 스위트 와인",4.9,16,"과실주","11.00%","375ml","포도 주스처럼 적절한 단맛과 조화로운 산미","달콤한 파이류와 함께하면 좋아요","예산 블루베리와 직수입한 효모로 만든 와인","피칸 파이,까르보나라,블루베리 파이",3,2,3,0,1
"wine","샤토미소 로제와인 (스위트)","https://www.sooldamhwa.com/damhwaMarket/detail/1137","images/wine_35.jpg","장미꽃 향 가득한 새콤달콤 로제 와인",4.9,17,"과실주","12.00%","375ml, 750ml","달콤한 꽃향과 새콤달콤한 맛이 느껴져요","매콤한 양념이 되어 있는 음식과도 마시기 좋아요","캠벨 포도로 만든 로제 와인","과일치즈,불고기,로제 떡볶이",3,3,3,0,2
"wine","7004S 키위와인","https://www.sooldamhwa.com/damhwaMarket/detail/1256","images/wine_36.jpg","우리나라 키위라고 불리는 참다래로 만든 키위와인",4.8,15,"과실주","8.00%","750ml","입 안 침샘을 자극하는 키위의 짜릿한 산미","기름진 입 안도 싸악 정리해줄 술의 새콤함","술 이름에 지역적인 의미가 담긴 재밌는 유래가 있어요","새우튀김,보쌈,연어 스테이크",3,4,4,0,2
"wine","단감명작","https://www.sooldamhwa.com/damhwaMarket/detail/1236","images/wine_37.jpg","단감으로 만든 한 잔의 명작",4.9,15,"과실주","7.00%","750ml","산뜻한 산미 뒤에 느껴지는 구수한 여운","감칠맛이 짙은 해산물 요리와 함께 즐겨보세요","창녕의 단감으로 만든 와인","바지락 술찜,크림 새우,연어 스테이크",2,4,3,0,0
"wine","264 청포도 와인 꽃 (Medium Sweet)","https://www.sooldamhwa.com/damhwaMarket/detail/330","images/wine_38.jpg","새콤달콤한 포도향이 피어오르는 화이트 와인",5,13,"과실주","11.50%","375ml, 750ml","은은하게 맴도는 새콤한 청포도의 풍미","담백한 음식과 잘 어울려요","국산 포도 품종 ‘청수’를 사용한 청포도 와인","굴,브루스케타,닭가슴살 샐러드",3,3,3,0,0
"wine","선운 복분자주","https://www.sooldamhwa.com/damhwaMarket/detail/1556","images/wine_39.jpg","토굴 속에서 발효와 숙성을 거친 복분자주예요",5,2,"과실주","13%","375ml","달콤하게 퍼지는 복분자 향","보양이 필요한 날, 보양식과 즐겨보세요","토굴 속에서 발효와 숙성해요","삼계탕,소고기 등심구이,양념 장어구이",4,2,3,0,1
"wine","한알한알 X 4캔","https://www.sooldamhwa.com/damhwaMarket/detail/1560","images/wine_40.jpg","가루쌀이 들어가 거칠지 않고 부드러워요.",5,2,"기타주류","4.5%","500ml","쌀의 고소한 감칠맛을 느낄 수 있어요","기름진 한식 메뉴과 즐겨보세요","농촌진흥청에서 개발한 가루쌀을 사용해요","김치전,빈대떡,삼겹살",1,2,2,3,0
"wine","초선의 꿈 로제와인","https://www.sooldamhwa.com/damhwaMarket/detail/1123","images/wine_41.jpg","여포의 그녀 초선처럼 달콤한 사랑이 깃든 와인이에요",5,10,"과실주","12.00%","375ml, 750ml","딸기 과육을 한 입 베어 먹은 것 같은 새콤달콤한 맛","가볍고 산뜻한 음식들과 즐겨보세요","델라웨어 포도 품종으로 만든 로제 와인","리코타치즈,가리비 치즈 구이,요거트",3,4,2,0,2
"wine","여포의 꿈 레드와인 (스위트)","https://www.sooldamhwa.com/damhwaMarket/detail/1115","images/wine_42.jpg","새콤달콤하면서도 여운이 짧은 레드와인",4.9,14,"과실주","12.00%","750ml","향기로운 꽃향과 새콤달콤한 맛","가벼우면서 달콤한 음식과 마시기 좋아요!","3가지 포도 품종을 섞어 만든 달콤한 와인","과일치즈,당근 케이크,솔트 카라멜 아몬드",4,3,3,1,3
"wine","오미로제 프리미어","https://www.sooldamhwa.com/damhwaMarket/detail/100","images/wine_43.jpg","3년의 시간 끝에 탄생한 와인",4.8,12,"과실주","12.00%","750ml","드라이하면서 목을 스치는 강렬한 산미","양념이 강한 음식이나 담백한 음식과 즐겨 보세요","세계 최초의 오미자 와인","버섯구이,소고기 등심구이,더덕구이",2,4,2,0,4
"wine","고도리 체리 와인","https://www.sooldamhwa.com/damhwaMarket/detail/293","images/wine_44.jpg","새콤달콤 체리향 가득한 디저트 와인",3.9,12,"과실주","10.00%","375ml","강렬한 체리향과 떫고 달콤한 맛","달콤하면서 담백한 음식과 즐겨보세요","여름에 수확하여 1년간 숙성시킨 체리로 만든 와인","고구마,크로아상,아몬드",4,2,3,0,3
"wine","프렌치 린넨 사이더","https://www.sooldamhwa.com/damhwaMarket/detail/1431","images/wine_45.jpg","댄싱사이더와 을지맥옥이 콜라보한 청포도 애플 사이더",4.7,6,"과실주","4.7%","750ml","풍선껌에서 느낄 수 있었던 달콤함을 담았어요","좋아하는 빵을 하나 챙겨서 피크닉을 떠나보세요","을지맥옥과 콜라보를 통해 탄생했어요","레몬 파운드 케이크,크로아상,토스트",2,3,2,2,0
"wine","여포의 꿈 레드와인 (드라이)","https://www.sooldamhwa.com/damhwaMarket/detail/1116","images/wine_46.jpg","미디엄 바디와 산도를 가진 레드와인",4.9,7,"과실주","12.00%","750ml","포도껍질의 신선한 향과 새콤한 산미","짭짤하면서도 담백한 육류요리와 즐겨보세요","3개 포도 품종을 블랜딩 한 레드 와인","안심 스테이크,소고기 타코,바싹 불고기",1,4,3,0,3
"wine","미르아토 청수 스위트 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1308","images/wine_47.jpg","우리나라 청포도 품종인 청수로 만든 와인",5,8,"과실주","12.00%","500ml, 750ml","풋풋한 산미와 청사과의 싱그러움을 느낄 수 있어요","새콤달콤한 드레싱을 곁들인 샐러드로 산뜻함을 배로 챙겨보세요","2년 숙성으로 깊은 맛을 낸 화이트 와인","바지락 술찜,연어샐러드,문어 숙회",4,4,3,0,0
"wine","크라테 산머루 드라이","https://www.sooldamhwa.com/damhwaMarket/detail/298","images/wine_48.jpg","유기농 산머루로 만든 레드와인",4.7,11,"과실주","11.50%","750ml","훈연된 나무향과 은은한 산머루의 산뜻한 산미","기름기 적은 육류와 즐겨보세요","유기농 산머루를 사용해 3년 이상 숙성시킨 와인","소고기 안심,닭 안심 스테이크,구운 버섯",2,4,3,0,3
"wine","시나브로 캠벨 스위트","https://www.sooldamhwa.com/damhwaMarket/detail/1062","images/wine_49.jpg","달콤한 첫맛에 반전매력이 돋보이는 씁쓸한 끝맛",4.7,7,"과실주","12.00%","750ml","달콤씁쓸하게 즐길 수 있는 레드와인","레드와인의 근본 조합, 고기와 함께 해보세요!","우리 모두가 아는 캠벨포도로 만든 술","오리 고기,스테이크,페퍼로니 피자",3,3,3,0,2
"wine","애피소드 상그리아 X 6병","https://www.sooldamhwa.com/damhwaMarket/detail/110","images/wine_50.jpg","세뇨리따! 스페인의 파티 음료",4.7,9,"과실주","3.50%","330ml","가벼운 탄산이 느껴지는 달달한 포도주스와 같은 맛","가벼운 안주와 함께하기 좋아요","포도과즙과 농축액으로 발효시켜 만든 술","과일치즈,크래커,쉬폰 케이크",3,3,3,2,2
"wine","샤토미소 애플 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1150","images/wine_51.jpg","가을 감성 가득 담은 달콤한 사과 와인",4,5,"과실주","9.00%","375ml, 750ml","부드러운 단맛으로 사과 주스처럼 부담없이 즐길 수 있어요","수육같이 담백한 돼지고기 요리와 드셔보세요","오랜 숙성을 거쳐 깊은 맛을 갖춘 사과 와인","수육,월남쌈,훈제오리 샐러드",3,4,2,0,2
"wine","비원 드라이 레드","https://www.sooldamhwa.com/damhwaMarket/detail/1346","images/wine_52.jpg","캠벨 포도와 직접 재배한 산머루를 블렌딩한 레드 와인",5,9,"과실주","13.00%","750ml","싱그러운 포도 내음이 가득 담겨있어요","치즈가 들어간 꾸덕꾸덕한 음식과 즐겨보세요","직접 그린 라벨이 마치 미술관에 온 듯한 기분을 들게 해요","크림 새우,맥앤치즈,치즈 케이크",1,4,3,0,2
"wine","시나브로 청수 화이트","https://www.sooldamhwa.com/damhwaMarket/detail/1060","images/wine_53.jpg","죽어가는 입맛도 살려버리는 상큼한 와인!",5,7,"과실주","11.00%","500ml","입맛만 딱! 살리고 빠지는 편안한 새콤달콤한 맛","해산물 요리와 가볍게 즐겨보세요.","우리나라 최초 ‘청수’ 품종으로 만든 화이트 와인","새우튀김,굴,크림소스 연어 스테이크",3,3,3,0,0
"wine","애피소드 애플 X 6병","https://www.sooldamhwa.com/damhwaMarket/detail/112","images/wine_54.jpg","향긋한 사과와 톡쏘는 탄산의 조화",4.9,8,"과실주","3.50%","330ml","사과 탄산음료 같은 맛","탄산음료와 같이 먹는 음식들과 즐겨 보세요","사과의 장점만 살린 애플 사이다","과일,크래커,햄버거",3,3,2,2,1
"wine","미르아토 로제 스파클링 스위트 와인 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1309","images/wine_55.jpg","세 가지 포도를 블렌딩해서 만든 탄산 톡톡 스파클링 와인",4.8,8,"과실주","5.00%","250ml","포도 사탕을 먹은 듯 입 안에 착 감기는 달콤함","가볍게 한잔 하고 싶을 때, 간단한 안주와 함께","우리나라 식용 포도로 주로 재배하는 캠벨로 만들어요","에그타르트,토스트,로제 파스타",4,3,2,3,2
"wine","세인트하우스 딸기 스파클링 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1360","images/wine_56.jpg","딸기 명인이 직접 재배한 딸기로 만든 스파클링 와인",4.4,8,"과실주","6.00%","750ml","이거… 딸기잼으로 만든 술 아니야?","딸기 맛이 잘 살아있는 와인인 만큼 빵과 아주 잘 어울려요","직접 수경 재배한 딸기로 만든 스파클링 와인","생크림 케이크,로제 파스타,스콘",4,2,3,3,0
"wine","그랑꼬또 청수 화이트와인","https://www.sooldamhwa.com/damhwaMarket/detail/1134","images/wine_57.jpg","대부도 포도밭에서 만들어지는 와인의 진가",5,6,"과실주","12.00%","750ml","드라이한 맛에 시트러스 한 향이 더해졌어요","살짝 느끼한 해산물류 음식도 괜찮아요","청수와 리슬링의 효모로 만든 화이트 와인","게살 볶음밥,봉골레 파스타,굴 튀김",1,4,4,0,0
"wine","라라","https://www.sooldamhwa.com/damhwaMarket/detail/1246","images/wine_58.jpg","흥겹고 즐겁게 라라 한잔해보세요~",4.6,5,"과실주","12.00%","750ml","저절로 침이 고이게 만드는 새콤한 산미","향신료가 들어간 음식과 함께 입안 가득 다채로움을 즐겨보세요","라라는 즐겁고 흥겨운 삶이라는 순우리말 단어예요","오징어 초무침,뿌팟퐁커리,생선까스",1,4,3,0,0
"wine","여포의 꿈 화이트와인","https://www.sooldamhwa.com/damhwaMarket/detail/1119","images/wine_59.jpg","알렉산드리아 품종으로 만든 청포도 와인",4.8,4,"과실주","12.00%","375ml, 750ml","새콤달콤하지만 씁쓸한 맛이 깔끔하게 잡아줘요","기름진 육류요리도 괜찮아요!","알렉산드리아 품종으로 만든 한국의 청포도 와인","떡갈비,연어 스테이크,치킨너겟",3,4,3,0,0
"wine","샤토미소 랑 화이트와인 (스위트)","https://www.sooldamhwa.com/damhwaMarket/detail/1149","images/wine_60.jpg","청수와 머스캣 알렉산드리아로 블랜딩한 화이트와인",4.9,7,"과실주","12.00%","375ml, 750ml","새콤달콤한 맛과 고구마 같은 구수한 풍미","풍미가 짙은 음식들과 즐겨보세요","알렉산드리아와 청수를 블렌딩해서 만든 화이트 와인","LA갈비,깐쇼새우,감귤 타르트",3,4,2,0,0
"wine","피에스 로제 스파클링 와인","https://www.sooldamhwa.com/damhwaMarket/detail/1321","images/wine_61.jpg","입안에서 몽글몽글 피어오르는 푹신한 거품",4.9,7,"과실주","5.00%","750ml","‘아~ 맛있다’ 소리 절로 나오는 달콤한 로제 스파클링","간단하게, 달콤하게 즐겨보세요","우리나라에서 개발한 ‘나르샤 포도’로 만든 와인이에요","프로슈토,올리브,크림치즈",5,3,2,4,2
"wine","크라테 산머루 미디엄 드라이","https://www.sooldamhwa.com/damhwaMarket/detail/297","images/wine_62.jpg","은은한 단맛을 지닌 미디엄 드라이 와인",3.7,3,"과실주","11.50%","750ml","중후한 느낌의 삼나무 향과 중간 정도의 산미와 단맛","담백하거나 감칠맛 나는 음식과 즐겨보세요","유기농 산머루를 사용해 3년 이상 숙성시킨 와인","육포,연어 스테이크,버섯구이",2,3,3,0,3
"wine","세인트하우스 가시오가피 와인","https://www.sooldamhwa.com/damhwaMarket/detail/120","images/wine_63.jpg","안 달아 보이지만 달달한 반전 매력",4.8,5,"과실주","12.00%","500ml","단맛과 산미가 은은한 탄닌감과 어우러지는 맛","육류요리와 잘 어울려요","가시오가피 열매를 발효시켜 만든 와인","과일치즈,제육 볶음,육회",4,3,3,0,2
"wine","어미실 와인 화이트 스위트","https://www.sooldamhwa.com/damhwaMarket/detail/1251","images/wine_64.jpg","달콤한 화이트 와인을 찾으신다면!",5,3,"과실주","10.50%","500ml","입안을 꽉 채우게 만드는 포도의 달콤함","매콤한 음식과 함께 드셔보세요!","양조장에서 직접 재배한 청수로 만들어요","마라샹궈,마카롱,주꾸미 볶음",5,4,4,0,0
"wine","세인트하우스 모과 와인","https://www.sooldamhwa.com/damhwaMarket/detail/121","images/wine_65.jpg","모과의 맛과 향이 살아있는 와인",4.5,4,"과실주","12.00%","500ml","모과 특유의 진득한 단맛과 새콤함","해산물 요리와 즐겨 보세요","모과를 발효시켜 만든 와인","과일치즈,문어 숙회,생선회",4,4,2,0,3
